timestamp,machineId,temperature,vibration,is_anomaly
2026-02-16 14:41:00+00:00,NC_Machine_AC,63.856434269710554,1.5746052984069576,0
2026-02-16 14:42:00+00:00,NC_Machine_AC,66.70861441533602,1.6209069482659717,0
2026-02-16 14:43:00+00:00,NC_Machine_AC,72.34349244220944,1.8315558772724445,0
2026-02-16 14:44:00+00:00,NC_Machine_AC,99.71679466366382,4.571129022300565,1
2026-02-16 14:45:00+00:00,NC_Machine_AC,63.04324159733645,1.8363795373218879,0
2026-02-16 14:46:00+00:00,NC_Machine_AC,69.06524860266742,2.8020004495505906,0
2026-02-16 14:47:00+00:00,NC_Machine_AC,65.73141055892627,2.0322443181505827,0
2026-02-16 14:48:00+00:00,NC_Machine_AC,64.31577188128577,1.9784956613054134,0
2026-02-16 14:49:00+00:00,NC_Machine_AC,67.41408066599273,2.138760521112106,0
2026-02-16 14:50:00+00:00,NC_Machine_AC,69.11602386372331,1.8247673992718578,0
2026-02-16 14:51:00+00:00,NC_Machine_AC,67.80821716807557,2.215657912975995,0
2026-02-16 14:52:00+00:00,NC_Machine_AC,65.27798173538095,1.9202960107782994,0
2026-02-16 14:53:00+00:00,NC_Machine_AC,67.18157692524228,2.0162245273586095,0
2026-02-16 14:54:00+00:00,NC_Machine_AC,69.7916426072242,1.6821587035795948,0
2026-02-16 14:55:00+00:00,NC_Machine_AC,69.30646004294164,1.876504074819361,0
2026-02-16 14:56:00+00:00,NC_Machine_AC,75.82258777681675,1.990420639885847,0
2026-02-16 14:57:00+00:00,NC_Machine_AC,66.89376837305701,1.6995630436475586,0
2026-02-16 14:58:00+00:00,NC_Machine_AC,68.47477935353633,1.6425338587157445,0
2026-02-16 14:59:00+00:00,NC_Machine_AC,67.96085579822667,1.8456023200543152,0
2026-02-16 15:00:00+00:00,NC_Machine_AC,68.67277054595411,2.177757349313519,0
2026-02-16 15:01:00+00:00,NC_Machine_AC,64.3812748109328,1.5349017983251607,0
2026-02-16 15:02:00+00:00,NC_Machine_AC,63.96158129015764,1.9027635679795853,0
2026-02-16 15:03:00+00:00,NC_Machine_AC,66.87422426129973,1.8898975278212407,0
2026-02-16 15:04:00+00:00,NC_Machine_AC,72.24280347195514,1.6396428115748294,0
2026-02-16 15:05:00+00:00,NC_Machine_AC,65.07263867889743,1.9445747473094217,0
2026-02-16 15:06:00+00:00,NC_Machine_AC,64.55951259783666,2.031981510460745,0
2026-02-16 15:07:00+00:00,NC_Machine_AC,69.03058126839952,2.2195344138925397,0
2026-02-16 15:08:00+00:00,NC_Machine_AC,63.09764957597687,1.7071826110296886,0
2026-02-16 15:09:00+00:00,NC_Machine_AC,63.396371965172044,1.5581231006760325,0
2026-02-16 15:10:00+00:00,NC_Machine_AC,71.37979578381426,1.8802781375831423,0
2026-02-16 15:11:00+00:00,NC_Machine_AC,69.75069140429339,1.96225931919258,0
2026-02-16 15:12:00+00:00,NC_Machine_AC,67.99785239543098,1.1960086960394387,0
2026-02-16 15:13:00+00:00,NC_Machine_AC,64.88758643080722,1.9440921117692918,0
2026-02-16 15:14:00+00:00,NC_Machine_AC,98.11356667615338,4.575064688385814,1
